Gene,PD_001,PD_002,PD_003,PD_004,PD_005,PD_006,PD_007,PD_008,PD_009,PD_010,PD_011,PD_012,PD_013,PD_014,PD_015,PD_016,PD_017,PD_018,PD_019,PD_020,PD_021,PD_022,PD_023,PD_024,PD_025,PD_026,PD_027,PD_028,PD_029,PD_030
ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCAM,1883,1206,0,0,4443,0,0,0,2950,0,0,4690,5810,0,0,1031,3505,1476,2083,5818,1063,24606,3561,4575,1938,4414,6175,959,4731,3012
ALDH16A1,422,326,667,0,0,0,0,0,410,1,0,327,1057,0,0,0,0,199,74,7550,223,453,159,0,936,0,4,58,0,0
ALDH18A1,0,77,0,0,0,0,0,0,288,0,1080,0,314,0,0,0,0,25,0,45,0,0,0,0,0,1387,0,10,0,107
ALDH1A1,0,4,0,0,5,0,0,0,80,0,0,12,0,0,0,111,35,0,0,3,8,0,10,0,18,0,0,0,0,0
ALDH1A2,0,0,22,0,0,0,0,0,0,256,0,4,0,0,0,0,0,3,0,0,269,0,0,229,88,0,0,0,0,48
ALDH1A3,0,111,0,0,29,0,0,0,186,0,0,191,166,93,239,69,165,8,115,48,24,67,141,50,441,0,0,134,0,5
ALDH1B1,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0
ALDH1L1,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
ALDH1L2,0,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,60
ALDH2,4156,922,293,0,3030,3198,2,0,4545,1112,0,4078,1677,572,0,1216,765,607,3045,4759,1855,6286,1521,1647,0,1241,1400,1130,7804,1466
ALDH3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH3A2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,4,8,0,13,52,6,12,0,0,0,3
ALDH3B1,0,102,305,0,0,0,0,0,0,1701,2417,308,0,0,0,0,2,209,151,148,0,0,0,0,0,0,0,257,0,327
ALDH3B2,4394,5309,6957,0,8773,5050,1,762,10685,1128,2,2392,7,6925,15590,6601,4834,286,7535,7119,5562,0,18148,9438,12011,2550,5039,3764,562,2486
ALDH4A1,0,100,251,0,232,0,0,0,253,0,2,65,554,0,0,253,0,4,93,194,239,253,257,0,1010,0,2004,194,0,0
ALDH5A1,626,202,61,0,198,0,0,0,217,0,0,104,0,0,0,0,0,37,199,1955,993,230,0,462,897,219,0,218,769,39
ALDH6A1,2,0,0,0,0,0,0,0,126,0,0,2,0,0,81,0,0,1,43,0,0,0,38,0,72,0,0,0,0,3
ALDH7A1,1,0,0,0,62,0,0,0,106,0,0,152,0,0,0,0,0,0,98,80,0,0,436,27,0,0,0,0,0,0
ALDH8A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH9A1,174,41,35,0,45,0,0,0,185,0,0,22,0,0,237,60,119,65,62,140,74,0,417,564,550,59,0,159,0,141
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,0,14,12,0,111,54,0,0,30,650,0,43,0,111,0,60,0,112,283,84,200,0,285,0,703,0,0,229,0,57
ALG1,0,0,0,0,0,0,0,0,11,0,0,162,79,130,0,0,269,18,87,0,0,0,0,0,0,0,0,20,1287,0
ALG10,0,0,0,0,0,0,0,0,23,0,0,17,0,0,0,0,0,6,9,2,0,39,0,0,0,0,0,0,0,0
ALG10B,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,11,10,3,0,328,0,0,0,0,0,0,0,0
ALG11,44,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,3,13,0,18,0,0,0,0,0,0,0,0
ALG12,86,0,0,0,76,0,0,0,88,0,0,42,0,0,0,324,177,46,144,0,140,201,0,145,0,0,0,0,0,35
ALG13,0,0,0,0,137,0,0,0,0,0,0,24,2372,0,0,0,0,265,223,223,0,495,571,0,0,1149,0,0,0,291
ALG14,0,12,0,0,8,68,0,0,0,0,0,0,0,0,0,70,0,10,21,26,0,48,37,136,159,85,0,0,0,0
ALG1L,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALG1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALG2,438,256,0,0,753,0,0,0,310,0,0,850,1796,0,0,0,222,125,905,1253,0,157,902,652,1084,912,0,15,0,264
ALG3,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,6,0,0,1,0,0
